census,msoa,cob,count
2001,E02002932,UK,7247
2001,E02002933,EE,33
2001,E02002933,Other,203
2001,E02002933,rWE,117
2001,E02002933,UK,8174
2001,E02002934,EE,10
2001,E02002934,Other,320
2001,E02002934,rWE,71
2001,E02002934,UK,5415
2001,E02002935,EE,52
2001,E02002935,Other,279
2001,E02002935,rWE,89
2001,E02002935,UK,6350
2001,E02002936,EE,20
2001,E02002936,Other,580
2001,E02002936,rWE,62
2001,E02002936,UK,6462
2001,E02002937,EE,4
2001,E02002937,Other,162
2001,E02002937,rWE,83
2001,E02002937,UK,8666
2001,E02002938,EE,22
2001,E02002938,Other,494
2001,E02002938,rWE,81
2001,E02002938,UK,5627
2001,E02002939,EE,14
2001,E02002939,Other,105
2001,E02002939,rWE,44
2001,E02002939,UK,5256
2001,E02002940,EE,3
2001,E02002940,Other,88
2001,E02002940,rWE,60
2001,E02002940,UK,5456
2001,E02002941,EE,18
2001,E02002941,Other,151
2001,E02002941,rWE,78
2001,E02002941,UK,8780
2001,E02002942,EE,16
2001,E02002942,Other,483
2001,E02002942,rWE,139
2001,E02002942,UK,5837
2001,E02002943,EE,6
2001,E02002943,Other,214
2001,E02002943,rWE,68
2001,E02002943,UK,7109
2001,E02002944,EE,7
2001,E02002944,Other,139
2001,E02002944,rWE,71
2001,E02002944,UK,7266
2001,E02002945,EE,14
2001,E02002945,Other,360
2001,E02002945,rWE,123
2001,E02002945,UK,9040
2001,E02002946,EE,9
2001,E02002946,Other,119
2001,E02002946,rWE,61
2001,E02002946,UK,7849
2001,E02002947,EE,6
2001,E02002947,Other,183
2001,E02002947,rWE,72
2001,E02002947,UK,6872
2001,E02002948,EE,10
2001,E02002948,Other,186
2001,E02002948,rWE,66
2001,E02002948,UK,6778
2001,E02002949,EE,6
2001,E02002949,Other,108
2001,E02002949,rWE,27
2001,E02002949,UK,5105
2001,E02002950,EE,15
2001,E02002950,Other,155
2001,E02002950,rWE,52
2001,E02002950,UK,5370
2001,E02002951,EE,17
2001,E02002951,Other,45
2001,E02002951,rWE,22
2001,E02002951,UK,7186
2001,E02002952,EE,9
2001,E02002952,Other,57
2001,E02002952,rWE,34
2001,E02002952,UK,6018
2001,E02002953,EE,13
2001,E02002953,Other,49
2001,E02002953,rWE,40
2001,E02002953,UK,7553
2001,E02002954,EE,17
2001,E02002954,Other,49
2001,E02002954,rWE,28
2001,E02002954,UK,7911
2001,E02002955,EE,9
2001,E02002955,Other,501
2001,E02002955,rWE,20
2001,E02002955,UK,5691
2001,E02002956,EE,20
2001,E02002956,Other,124
2001,E02002956,rWE,33
2001,E02002956,UK,8718
2001,E02002957,EE,20
2001,E02002957,Other,54
2001,E02002957,rWE,31
2001,E02002957,UK,8646
2001,E02002958,EE,19
2001,E02002958,Other,71
2001,E02002958,rWE,42
2001,E02002958,UK,6976
2001,E02002959,EE,16
2001,E02002959,Other,375
2001,E02002959,rWE,50
2001,E02002959,UK,7093
2001,E02002960,EE,8
2001,E02002960,Other,74
2001,E02002960,rWE,83
2001,E02002960,UK,6005
2001,E02002961,EE,33
2001,E02002961,Other,502
2001,E02002961,rWE,57
2001,E02002961,UK,5531
2001,E02002962,EE,14
2001,E02002962,Other,40
2001,E02002962,rWE,31
2001,E02002962,UK,7071
2001,E02002963,EE,21
2001,E02002963,Other,171
2001,E02002963,rWE,60
2001,E02002963,UK,7090
2001,E02002964,EE,14
2001,E02002964,Other,61
2001,E02002964,rWE,46
2001,E02002964,UK,8875
2001,E02002965,EE,31
2001,E02002965,Other,690
2001,E02002965,rWE,84
2001,E02002965,UK,4860
2001,E02002966,EE,42
2001,E02002966,Other,587
2001,E02002966,rWE,203
2001,E02002966,UK,8490
2001,E02002967,EE,27
2001,E02002967,Other,72
2001,E02002967,rWE,49
2001,E02002967,UK,8857
2001,E02002968,EE,16
2001,E02002968,Other,367
2001,E02002968,rWE,72
2001,E02002968,UK,8324
2001,E02002969,EE,40
2001,E02002969,Other,295
2001,E02002969,rWE,77
2001,E02002969,UK,7462
2001,E02002970,EE,14
2001,E02002970,Other,72
2001,E02002970,rWE,35
2001,E02002970,UK,7682
2001,E02002971,EE,5
2001,E02002971,Other,136
2001,E02002971,rWE,25
2001,E02002971,UK,5572
2001,E02002972,EE,9
2001,E02002972,Other,47
2001,E02002972,rWE,33
2001,E02002972,UK,5948
2001,E02002973,EE,15
2001,E02002973,Other,160
2001,E02002973,rWE,44
2001,E02002973,UK,7236
2001,E02002974,EE,23
2001,E02002974,Other,34
2001,E02002974,rWE,41
2001,E02002974,UK,5926
2001,E02002975,EE,7
2001,E02002975,Other,56
2001,E02002975,rWE,36
2001,E02002975,UK,7713
2001,E02002976,EE,11
2001,E02002976,Other,56
2001,E02002976,rWE,39
2001,E02002976,UK,5773
2001,E02002977,EE,10
2001,E02002977,Other,102
2001,E02002977,rWE,23
2001,E02002977,UK,5851
2001,E02002978,EE,6
2001,E02002978,Other,53
2001,E02002978,rWE,36
2001,E02002978,UK,6089
2001,E02002979,EE,6
2001,E02002979,Other,707
2001,E02002979,rWE,28
2001,E02002979,UK,5019
2001,E02002980,EE,14
2001,E02002980,Other,77
2001,E02002980,rWE,42
2001,E02002980,UK,5897
2001,E02002981,EE,5
2001,E02002981,Other,130
2001,E02002981,rWE,43
2001,E02002981,UK,7342
2001,E02002982,EE,15
2001,E02002982,Other,48
2001,E02002982,rWE,37
2001,E02002982,UK,5730
2001,E02002983,EE,15
2001,E02002983,Other,90
2001,E02002983,rWE,26
2001,E02002983,UK,5796
2001,E02002984,EE,12
2001,E02002984,Other,135
2001,E02002984,rWE,31
2001,E02002984,UK,5828
2001,E02002985,EE,8
2001,E02002985,Other,81
2001,E02002985,rWE,40
2001,E02002985,UK,4879
2001,E02002986,EE,6
2001,E02002986,Other,72
2001,E02002986,rWE,42
2001,E02002986,UK,4873
2001,E02002987,EE,6
2001,E02002987,Other,96
2001,E02002987,rWE,41
2001,E02002987,UK,5304
2001,E02002988,EE,14
2001,E02002988,Other,205
2001,E02002988,rWE,126
2001,E02002988,UK,4816
2001,E02002989,EE,14
2001,E02002989,Other,236
2001,E02002989,rWE,81
2001,E02002989,UK,4925
2001,E02002990,EE,20
2001,E02002990,Other,345
2001,E02002990,rWE,182
2001,E02002990,UK,5051
2001,E02002991,EE,47
2001,E02002991,Other,900
2001,E02002991,rWE,407
2001,E02002991,UK,8324
2001,E02002992,EE,27
2001,E02002992,Other,278
2001,E02002992,rWE,132
2001,E02002992,UK,5100
2001,E02002993,EE,42
2001,E02002993,Other,352
2001,E02002993,rWE,213
2001,E02002993,UK,4604
2001,E02002994,EE,14
2001,E02002994,Other,549
2001,E02002994,rWE,185
2001,E02002994,UK,9236
2001,E02002995,EE,22
2001,E02002995,Other,114
2001,E02002995,rWE,59
2001,E02002995,UK,5218
2001,E02002996,EE,53
2001,E02002996,Other,827
2001,E02002996,rWE,483
2001,E02002996,UK,8000
2001,E02002997,EE,6
2001,E02002997,Other,188
2001,E02002997,rWE,93
2001,E02002997,UK,4930
2001,E02002998,EE,6
2001,E02002998,Other,212
2001,E02002998,rWE,128
2001,E02002998,UK,5033
2001,E02002999,EE,6
2001,E02002999,Other,143
2001,E02002999,rWE,70
2001,E02002999,UK,5613
2001,E02003000,EE,6
2001,E02003000,Other,206
2001,E02003000,rWE,84
2001,E02003000,UK,9008
2001,E02003001,EE,19
2001,E02003001,Other,199
2001,E02003001,rWE,129
2001,E02003001,UK,4848
2001,E02003002,EE,13
2001,E02003002,Other,228
2001,E02003002,rWE,95
2001,E02003002,UK,4955
2001,E02003003,EE,23
2001,E02003003,Other,159
2001,E02003003,rWE,83
2001,E02003003,UK,4965
2001,E02003004,EE,6
2001,E02003004,Other,103
2001,E02003004,rWE,32
2001,E02003004,UK,5951
2001,E02003005,EE,3
2001,E02003005,Other,148
2001,E02003005,rWE,57
2001,E02003005,UK,5806
2001,E02003006,EE,18
2001,E02003006,Other,256
2001,E02003006,rWE,130
2001,E02003006,UK,8376
2001,E02003007,EE,3
2001,E02003007,Other,87
2001,E02003007,rWE,50
2001,E02003007,UK,7669
2001,E02003008,EE,11
2001,E02003008,Other,48
2001,E02003008,rWE,41
2001,E02003008,UK,5155
2001,E02003009,EE,9
2001,E02003009,Other,75
2001,E02003009,rWE,31
2001,E02003009,UK,5233
2001,E02003010,EE,8
2001,E02003010,Other,78
2001,E02003010,rWE,42
2001,E02003010,UK,5461
2001,E02003011,EE,12
2001,E02003011,Other,61
2001,E02003011,rWE,36
2001,E02003011,UK,4961
2001,E02003012,EE,33
2001,E02003012,Other,265
2001,E02003012,rWE,119
2001,E02003012,UK,8993
2001,E02003013,EE,27
2001,E02003013,Other,352
2001,E02003013,rWE,83
2001,E02003013,UK,10421
2001,E02003014,EE,18
2001,E02003014,Other,143
2001,E02003014,rWE,66
2001,E02003014,UK,7362
2001,E02003015,EE,24
2001,E02003015,Other,349
2001,E02003015,rWE,118
2001,E02003015,UK,5018
2001,E02003016,EE,36
2001,E02003016,Other,370
2001,E02003016,rWE,124
2001,E02003016,UK,5566
2001,E02003017,EE,21
2001,E02003017,Other,277
2001,E02003017,rWE,107
2001,E02003017,UK,5396
2001,E02003018,EE,14
2001,E02003018,Other,194
2001,E02003018,rWE,78
2001,E02003018,UK,5842
2001,E02003019,EE,26
2001,E02003019,Other,171
2001,E02003019,rWE,57
2001,E02003019,UK,8832
2001,E02003020,EE,37
2001,E02003020,Other,342
2001,E02003020,rWE,108
2001,E02003020,UK,5449
2001,E02003021,EE,37
2001,E02003021,Other,373
2001,E02003021,rWE,159
2001,E02003021,UK,5321
2001,E02003022,EE,34
2001,E02003022,Other,246
2001,E02003022,rWE,120
2001,E02003022,UK,5463
2001,E02003023,EE,17
2001,E02003023,Other,295
2001,E02003023,rWE,73
2001,E02003023,UK,5585
2001,E02003024,EE,28
2001,E02003024,Other,339
2001,E02003024,rWE,96
2001,E02003024,UK,7172
2001,E02003025,EE,32
2001,E02003025,Other,463
2001,E02003025,rWE,85
2001,E02003025,UK,5579
2001,E02003026,EE,51
2001,E02003026,Other,781
2001,E02003026,rWE,259
2001,E02003026,UK,8504
2001,E02003027,EE,48
2001,E02003027,Other,630
2001,E02003027,rWE,282
2001,E02003027,UK,9348
2001,E02003028,EE,36
2001,E02003028,Other,545
2001,E02003028,rWE,254
2001,E02003028,UK,7021
2001,E02003029,EE,6
2001,E02003029,Other,196
2001,E02003029,rWE,69
2001,E02003029,UK,5934
2001,E02003030,EE,21
2001,E02003030,Other,504
2001,E02003030,rWE,75
2001,E02003030,UK,5653
2001,E02003031,EE,55
2001,E02003031,Other,620
2001,E02003031,rWE,258
2001,E02003031,UK,8204
2001,E02003032,EE,23
2001,E02003032,Other,274
2001,E02003032,rWE,44
2001,E02003032,UK,5707
2001,E02003033,EE,36
2001,E02003033,Other,578
2001,E02003033,rWE,284
2001,E02003033,UK,6784
2001,E02003034,EE,48
2001,E02003034,Other,1285
2001,E02003034,rWE,237
2001,E02003034,UK,6233
2001,E02003035,EE,44
2001,E02003035,Other,1993
2001,E02003035,rWE,148
2001,E02003035,UK,8463
2001,E02003036,EE,44
2001,E02003036,Other,562
2001,E02003036,rWE,241
2001,E02003036,UK,5379
2001,E02003037,EE,48
2001,E02003037,Other,704
2001,E02003037,rWE,344
2001,E02003037,UK,6683
2001,E02003038,EE,9
2001,E02003038,Other,127
2001,E02003038,rWE,54
2001,E02003038,UK,5534
2001,E02003039,EE,7
2001,E02003039,Other,256
2001,E02003039,rWE,69
2001,E02003039,UK,7134
2001,E02003040,EE,36
2001,E02003040,Other,438
2001,E02003040,rWE,71
2001,E02003040,UK,7298
2001,E02003041,EE,41
2001,E02003041,Other,663
2001,E02003041,rWE,291
2001,E02003041,UK,4882
2001,E02003042,EE,23
2001,E02003042,Other,957
2001,E02003042,rWE,109
2001,E02003042,UK,6344
2001,E02003043,EE,53
2001,E02003043,Other,822
2001,E02003043,rWE,328
2001,E02003043,UK,5177
2001,E02003044,EE,3
2001,E02003044,Other,112
2001,E02003044,rWE,41
2001,E02003044,UK,5412
2001,E02003045,EE,35
2001,E02003045,Other,601
2001,E02003045,rWE,259
2001,E02003045,UK,4936
2001,E02003046,EE,12
2001,E02003046,Other,231
2001,E02003046,rWE,97
2001,E02003046,UK,8446
2001,E02003047,EE,21
2001,E02003047,Other,324
2001,E02003047,rWE,209
2001,E02003047,UK,7992
2001,E02003048,EE,29
2001,E02003048,Other,420
2001,E02003048,rWE,116
2001,E02003048,UK,4929
2001,E02003049,EE,9
2001,E02003049,Other,120
2001,E02003049,rWE,49
2001,E02003049,UK,6989
2001,E02003050,EE,10
2001,E02003050,Other,161
2001,E02003050,rWE,86
2001,E02003050,UK,5717
2001,E02003051,EE,15
2001,E02003051,Other,241
2001,E02003051,rWE,87
2001,E02003051,UK,5350
2001,E02003052,EE,11
2001,E02003052,Other,110
2001,E02003052,rWE,55
2001,E02003052,UK,5930
2001,E02003053,EE,39
2001,E02003053,Other,263
2001,E02003053,rWE,90
2001,E02003053,UK,7141
2001,E02003054,EE,12
2001,E02003054,Other,116
2001,E02003054,rWE,48
2001,E02003054,UK,5878
2001,E02003055,EE,17
2001,E02003055,Other,178
2001,E02003055,rWE,33
2001,E02003055,UK,7499
2001,E02003056,EE,7
2001,E02003056,Other,111
2001,E02003056,rWE,26
2001,E02003056,UK,6809
2001,E02003057,EE,6
2001,E02003057,Other,63
2001,E02003057,rWE,22
2001,E02003057,UK,5467
2001,E02003058,EE,16
2001,E02003058,Other,145
2001,E02003058,rWE,50
2001,E02003058,UK,8170
2001,E02003059,EE,6
2001,E02003059,Other,45
2001,E02003059,rWE,43
2001,E02003059,UK,5437
2001,E02003060,EE,20
2001,E02003060,Other,149
2001,E02003060,rWE,79
2001,E02003060,UK,10595
2001,E02003061,EE,9
2001,E02003061,Other,67
2001,E02003061,rWE,51
2001,E02003061,UK,5566
2001,E02003062,EE,6
2001,E02003062,Other,59
2001,E02003062,rWE,29
2001,E02003062,UK,5559
2001,E02003063,EE,9
2001,E02003063,Other,88
2001,E02003063,rWE,48
2001,E02003063,UK,7391
2001,E02003064,EE,19
2001,E02003064,Other,98
2001,E02003064,rWE,28
2001,E02003064,UK,6153
2001,E02003065,EE,10
2001,E02003065,Other,131
2001,E02003065,rWE,66
2001,E02003065,UK,6003
2001,E02003066,EE,6
2001,E02003066,Other,128
2001,E02003066,rWE,57
2001,E02003066,UK,5655
2001,E02003067,EE,3
2001,E02003067,Other,105
2001,E02003067,rWE,42
2001,E02003067,UK,4827
2001,E02003068,EE,43
2001,E02003068,Other,151
2001,E02003068,rWE,97
2001,E02003068,UK,5981
2001,E02003069,EE,24
2001,E02003069,Other,129
2001,E02003069,rWE,65
2001,E02003069,UK,5393
2001,E02003070,EE,21
2001,E02003070,Other,248
2001,E02003070,rWE,86
2001,E02003070,UK,8762
2001,E02003071,EE,26
2001,E02003071,Other,142
2001,E02003071,rWE,90
2001,E02003071,UK,7546
2001,E02003072,EE,13
2001,E02003072,Other,178
2001,E02003072,rWE,76
2001,E02003072,UK,9280
2001,E02003073,EE,9
2001,E02003073,Other,141
2001,E02003073,rWE,64
2001,E02003073,UK,6728
2001,E02003074,EE,11
2001,E02003074,Other,128
2001,E02003074,rWE,73
2001,E02003074,UK,8212
2001,E02003075,EE,12
2001,E02003075,Other,119
2001,E02003075,rWE,58
2001,E02003075,UK,5237
2001,E02003076,EE,16
2001,E02003076,Other,194
2001,E02003076,rWE,76
2001,E02003076,UK,8855
2001,E02003077,EE,9
2001,E02003077,Other,149
2001,E02003077,rWE,66
2001,E02003077,UK,5696
2001,E02003078,EE,9
2001,E02003078,Other,122
2001,E02003078,rWE,58
2001,E02003078,UK,6476
2001,E02003079,EE,19
2001,E02003079,Other,166
2001,E02003079,rWE,90
2001,E02003079,UK,9638
2001,E02003080,EE,9
2001,E02003080,Other,158
2001,E02003080,rWE,98
2001,E02003080,UK,8773
2001,E02003081,EE,9
2001,E02003081,Other,164
2001,E02003081,rWE,84
2001,E02003081,UK,9424
2001,E02003082,EE,12
2001,E02003082,Other,193
2001,E02003082,rWE,96
2001,E02003082,UK,8030
2001,E02003083,EE,12
2001,E02003083,Other,117
2001,E02003083,rWE,63
2001,E02003083,UK,7421
2001,E02003084,EE,24
2001,E02003084,Other,270
2001,E02003084,rWE,107
2001,E02003084,UK,8645
2001,E02003085,EE,6
2001,E02003085,Other,90
2001,E02003085,rWE,49
2001,E02003085,UK,7169
2001,E02003086,EE,11
2001,E02003086,Other,141
2001,E02003086,rWE,61
2001,E02003086,UK,5664
2001,E02003087,EE,6
2001,E02003087,Other,165
2001,E02003087,rWE,96
2001,E02003087,UK,8324
2001,E02003088,EE,14
2001,E02003088,Other,265
2001,E02003088,rWE,65
2001,E02003088,UK,7837
2001,E02003089,EE,3
2001,E02003089,Other,129
2001,E02003089,rWE,49
2001,E02003089,UK,5884
2001,E02003090,EE,24
2001,E02003090,Other,162
2001,E02003090,rWE,94
2001,E02003090,UK,6635
2001,E02003091,EE,3
2001,E02003091,Other,191
2001,E02003091,rWE,71
2001,E02003091,UK,6380
2001,E02003092,EE,3
2001,E02003092,Other,155
2001,E02003092,rWE,72
2001,E02003092,UK,7179
2001,E02003093,EE,12
2001,E02003093,Other,128
2001,E02003093,rWE,50
2001,E02003093,UK,6238
2001,E02003094,EE,5
2001,E02003094,Other,155
2001,E02003094,rWE,59
2001,E02003094,UK,6892
2001,E02003095,EE,17
2001,E02003095,Other,152
2001,E02003095,rWE,45
2001,E02003095,UK,6952
2001,E02003096,EE,11
2001,E02003096,Other,80
2001,E02003096,rWE,70
2001,E02003096,UK,6239
2001,E02003097,EE,9
2001,E02003097,Other,89
2001,E02003097,rWE,54
2001,E02003097,UK,6194
2001,E02003098,EE,13
2001,E02003098,Other,441
2001,E02003098,rWE,163
2001,E02003098,UK,8068
2001,E02003099,EE,10
2001,E02003099,Other,94
2001,E02003099,rWE,70
2001,E02003099,UK,6784
2001,E02003100,EE,15
2001,E02003100,Other,203
2001,E02003100,rWE,90
2001,E02003100,UK,10067
2001,E02003101,EE,23
2001,E02003101,Other,428
2001,E02003101,rWE,123
2001,E02003101,UK,8468
2001,E02003102,EE,6
2001,E02003102,Other,92
2001,E02003102,rWE,46
2001,E02003102,UK,6081
2001,E02003103,EE,15
2001,E02003103,Other,127
2001,E02003103,rWE,44
2001,E02003103,UK,7200
2001,E02003104,EE,15
2001,E02003104,Other,202
2001,E02003104,rWE,89
2001,E02003104,UK,7417
2001,E02003105,EE,3
2001,E02003105,Other,108
2001,E02003105,rWE,43
2001,E02003105,UK,5867
2001,E02003106,EE,19
2001,E02003106,Other,303
2001,E02003106,rWE,90
2001,E02003106,UK,5829
2001,E02003107,EE,30
2001,E02003107,Other,319
2001,E02003107,rWE,121
2001,E02003107,UK,9304
2001,E02003108,EE,4
2001,E02003108,Other,124
2001,E02003108,rWE,59
2001,E02003108,UK,7522
2001,E02003109,EE,7
2001,E02003109,Other,140
2001,E02003109,rWE,55
2001,E02003109,UK,5641
2001,E02003110,EE,12
2001,E02003110,Other,226
2001,E02003110,rWE,78
2001,E02003110,UK,7439
2001,E02003111,EE,8
2001,E02003111,Other,135
2001,E02003111,rWE,54
2001,E02003111,UK,5819
2001,E02003112,EE,12
2001,E02003112,Other,98
2001,E02003112,rWE,38
2001,E02003112,UK,5891
2001,E02003113,EE,20
2001,E02003113,Other,256
2001,E02003113,rWE,96
2001,E02003113,UK,9307
2001,E02003114,EE,22
2001,E02003114,Other,105
2001,E02003114,rWE,33
2001,E02003114,UK,6654
2001,E02003115,EE,22
2001,E02003115,Other,144
2001,E02003115,rWE,51
2001,E02003115,UK,8344
2001,E02003116,EE,16
2001,E02003116,Other,77
2001,E02003116,rWE,40
2001,E02003116,UK,7172
2001,E02003117,EE,20
2001,E02003117,Other,135
2001,E02003117,rWE,62
2001,E02003117,UK,7418
2001,E02003118,EE,3
2001,E02003118,Other,124
2001,E02003118,rWE,57
2001,E02003118,UK,9161
2001,E02003119,EE,3
2001,E02003119,Other,128
2001,E02003119,rWE,55
2001,E02003119,UK,9926
2001,E02003120,EE,3
2001,E02003120,Other,102
2001,E02003120,rWE,54
2001,E02003120,UK,8364
2001,E02003121,EE,13
2001,E02003121,Other,123
2001,E02003121,rWE,67
2001,E02003121,UK,10032
2001,E02003122,EE,10
2001,E02003122,Other,155
2001,E02003122,rWE,103
2001,E02003122,UK,6178
2001,E02003123,EE,3
2001,E02003123,Other,108
2001,E02003123,rWE,108
2001,E02003123,UK,7716
2001,E02003124,EE,7
2001,E02003124,Other,122
2001,E02003124,rWE,80
2001,E02003124,UK,7360
2001,E02003125,EE,0
2001,E02003125,Other,65
2001,E02003125,rWE,61
2001,E02003125,UK,5791
2001,E02003126,EE,6
2001,E02003126,Other,186
2001,E02003126,rWE,85
2001,E02003126,UK,7353
2001,E02003127,EE,3
2001,E02003127,Other,99
2001,E02003127,rWE,81
2001,E02003127,UK,7355
2001,E02003128,EE,11
2001,E02003128,Other,83
2001,E02003128,rWE,74
2001,E02003128,UK,7349
2001,E02003129,EE,0
2001,E02003129,Other,114
2001,E02003129,rWE,77
2001,E02003129,UK,5888
2001,E02003130,EE,7
2001,E02003130,Other,124
2001,E02003130,rWE,117
2001,E02003130,UK,9912
2001,E02003131,EE,6
2001,E02003131,Other,136
2001,E02003131,rWE,76
2001,E02003131,UK,7568
2001,E02003132,EE,7
2001,E02003132,Other,135
2001,E02003132,rWE,79
2001,E02003132,UK,7016
2001,E02003133,EE,9
2001,E02003133,Other,88
2001,E02003133,rWE,62
2001,E02003133,UK,7236
2001,E02003134,EE,16
2001,E02003134,Other,69
2001,E02003134,rWE,52
2001,E02003134,UK,7003
2001,E02003135,EE,3
2001,E02003135,Other,160
2001,E02003135,rWE,76
2001,E02003135,UK,7120
2001,E02003136,EE,11
2001,E02003136,Other,125
2001,E02003136,rWE,64
2001,E02003136,UK,7308
2001,E02003137,EE,22
2001,E02003137,Other,229
2001,E02003137,rWE,105
2001,E02003137,UK,7123
2001,E02003138,EE,13
2001,E02003138,Other,230
2001,E02003138,rWE,110
2001,E02003138,UK,6705
2001,E02003139,EE,3
2001,E02003139,Other,123
2001,E02003139,rWE,60
2001,E02003139,UK,6352
2001,E02003140,EE,9
2001,E02003140,Other,125
2001,E02003140,rWE,81
2001,E02003140,UK,7124
2001,E02003141,EE,12
2001,E02003141,Other,172
2001,E02003141,rWE,100
2001,E02003141,UK,7214
2001,E02003142,EE,10
2001,E02003142,Other,134
2001,E02003142,rWE,114
2001,E02003142,UK,8644
2001,E02003143,EE,9
2001,E02003143,Other,119
2001,E02003143,rWE,102
2001,E02003143,UK,7414
2001,E02003144,EE,26
2001,E02003144,Other,415
2001,E02003144,rWE,230
2001,E02003144,UK,6189
2001,E02003145,EE,23
2001,E02003145,Other,198
2001,E02003145,rWE,92
2001,E02003145,UK,5641
2001,E02003146,EE,23
2001,E02003146,Other,275
2001,E02003146,rWE,128
2001,E02003146,UK,7188
2001,E02003147,EE,4
2001,E02003147,Other,130
2001,E02003147,rWE,110
2001,E02003147,UK,6606
2001,E02003148,EE,48
2001,E02003148,Other,311
2001,E02003148,rWE,269
2001,E02003148,UK,6992
2001,E02003149,EE,33
2001,E02003149,Other,271
2001,E02003149,rWE,145
2001,E02003149,UK,7265
2001,E02003150,EE,23
2001,E02003150,Other,429
2001,E02003150,rWE,210
2001,E02003150,UK,8616
2001,E02003151,EE,4
2001,E02003151,Other,125
2001,E02003151,rWE,79
2001,E02003151,UK,7246
2001,E02003152,EE,12
2001,E02003152,Other,135
2001,E02003152,rWE,115
2001,E02003152,UK,8503
2001,E02003153,EE,3
2001,E02003153,Other,118
2001,E02003153,rWE,108
2001,E02003153,UK,7579
2001,E02003154,EE,16
2001,E02003154,Other,91
2001,E02003154,rWE,52
2001,E02003154,UK,7174
2001,E02003155,EE,22
2001,E02003155,Other,95
2001,E02003155,rWE,78
2001,E02003155,UK,5540
2001,E02003156,EE,22
2001,E02003156,Other,214
2001,E02003156,rWE,107
2001,E02003156,UK,7888
2001,E02003157,EE,18
2001,E02003157,Other,140
2001,E02003157,rWE,87
2001,E02003157,UK,5967
2001,E02003158,EE,12
2001,E02003158,Other,78
2001,E02003158,rWE,52
2001,E02003158,UK,5401
2001,E02003159,EE,16
2001,E02003159,Other,104
2001,E02003159,rWE,68
2001,E02003159,UK,5704
2001,E02003160,EE,21
2001,E02003160,Other,109
2001,E02003160,rWE,80
2001,E02003160,UK,5812
2001,E02003161,EE,26
2001,E02003161,Other,184
2001,E02003161,rWE,105
2001,E02003161,UK,5780
2001,E02003162,EE,10
2001,E02003162,Other,114
2001,E02003162,rWE,71
2001,E02003162,UK,4819
2001,E02003163,EE,26
2001,E02003163,Other,227
2001,E02003163,rWE,144
2001,E02003163,UK,7164
2001,E02003164,EE,24
2001,E02003164,Other,166
2001,E02003164,rWE,89
2001,E02003164,UK,8516
2001,E02003165,EE,4
2001,E02003165,Other,94
2001,E02003165,rWE,73
2001,E02003165,UK,6825
2001,E02003166,EE,16
2001,E02003166,Other,158
2001,E02003166,rWE,95
2001,E02003166,UK,9852
2001,E02003167,EE,32
2001,E02003167,Other,154
2001,E02003167,rWE,73
2001,E02003167,UK,8220
2001,E02003168,EE,9
2001,E02003168,Other,102
2001,E02003168,rWE,54
2001,E02003168,UK,6677
2001,E02003169,EE,6
2001,E02003169,Other,110
2001,E02003169,rWE,54
2001,E02003169,UK,6588
2001,E02003170,EE,10
2001,E02003170,Other,159
2001,E02003170,rWE,128
2001,E02003170,UK,9799
2001,E02003171,EE,13
2001,E02003171,Other,101
2001,E02003171,rWE,60
2001,E02003171,UK,7100
2001,E02003172,EE,3
2001,E02003172,Other,128
2001,E02003172,rWE,69
2001,E02003172,UK,5895
2001,E02003173,EE,10
2001,E02003173,Other,97
2001,E02003173,rWE,70
2001,E02003173,UK,6168
2001,E02003174,EE,15
2001,E02003174,Other,162
2001,E02003174,rWE,102
2001,E02003174,UK,7224
2001,E02003175,EE,13
2001,E02003175,Other,245
2001,E02003175,rWE,114
2001,E02003175,UK,8051
2001,E02003176,EE,3
2001,E02003176,Other,111
2001,E02003176,rWE,93
2001,E02003176,UK,7177
2001,E02003177,EE,24
2001,E02003177,Other,196
2001,E02003177,rWE,126
2001,E02003177,UK,7399
2001,E02003178,EE,25
2001,E02003178,Other,188
2001,E02003178,rWE,95
2001,E02003178,UK,7321
2001,E02003179,EE,23
2001,E02003179,Other,154
2001,E02003179,rWE,70
2001,E02003179,UK,5698
2001,E02003180,EE,31
2001,E02003180,Other,329
2001,E02003180,rWE,177
2001,E02003180,UK,7421
2001,E02003181,EE,31
2001,E02003181,Other,362
2001,E02003181,rWE,192
2001,E02003181,UK,7416
2001,E02003182,EE,13
2001,E02003182,Other,358
2001,E02003182,rWE,107
2001,E02003182,UK,5966
2001,E02003183,EE,42
2001,E02003183,Other,329
2001,E02003183,rWE,176
2001,E02003183,UK,5710
2001,E02003184,EE,60
2001,E02003184,Other,468
2001,E02003184,rWE,262
2001,E02003184,UK,5719
2001,E02003185,EE,25
2001,E02003185,Other,211
2001,E02003185,rWE,119
2001,E02003185,UK,6759
2001,E02003186,EE,40
2001,E02003186,Other,294
2001,E02003186,rWE,247
2001,E02003186,UK,6621
2001,E02003187,EE,79
2001,E02003187,Other,372
2001,E02003187,rWE,242
2001,E02003187,UK,7019
2001,E02003188,EE,63
2001,E02003188,Other,567
2001,E02003188,rWE,357
2001,E02003188,UK,6840
2001,E02003189,EE,32
2001,E02003189,Other,286
2001,E02003189,rWE,196
2001,E02003189,UK,6829
2001,E02003190,EE,82
2001,E02003190,Other,456
2001,E02003190,rWE,342
2001,E02003190,UK,6618
2001,E02003191,EE,18
2001,E02003191,Other,226
2001,E02003191,rWE,108
